date,reserve_count,reserve_sum,fixed_ratio
2024-07-18,62.0,81.0,0.5645161290322581
2024-07-19,62.0,86.0,0.6612903225806451
2024-07-20,53.0,68.0,0.5849056603773585
2024-07-21,30.0,45.0,0.5
2024-07-22,56.0,81.0,0.625
2024-07-23,68.0,100.0,0.6029411764705882
2024-07-24,58.0,76.0,0.5862068965517241
2024-07-25,101.0,144.0,0.3465346534653465
2024-07-26,68.0,96.0,0.5735294117647058
2024-07-27,60.0,80.0,0.5166666666666667
2024-07-28,30.0,54.0,0.36666666666666664
2024-07-29,54.0,82.0,0.5925925925925926
2024-07-30,67.0,99.0,0.5671641791044776
2024-07-31,69.0,96.0,0.5072463768115942
2024-08-01,59.0,82.0,0.5254237288135594
2024-08-02,64.0,93.0,0.5625
2024-08-03,47.0,70.0,0.6170212765957447
2024-08-04,26.0,40.0,0.46153846153846156
2024-08-05,52.0,80.0,0.5769230769230769
2024-08-06,71.0,97.0,0.5211267605633803
2024-08-07,71.0,102.0,0.43661971830985913
2024-08-08,69.0,104.0,0.4492753623188406
2024-08-09,66.0,92.0,0.5454545454545454
2024-08-10,60.0,80.0,0.48333333333333334
2024-08-11,31.0,52.0,0.3870967741935484
2024-08-12,40.0,88.0,0.425
2024-08-16,61.0,99.0,0.5901639344262295
2024-08-17,49.0,74.0,0.6530612244897959
2024-08-18,31.0,56.0,0.3548387096774194
2024-08-19,54.0,84.0,0.5555555555555556
2024-08-20,59.0,85.0,0.6101694915254238
2024-08-21,59.0,95.0,0.5084745762711864
2024-08-22,62.0,86.0,0.5
2024-08-23,61.0,97.0,0.5737704918032787
2024-08-24,52.0,81.0,0.5576923076923077
2024-08-25,31.0,48.0,0.3548387096774194
2024-08-26,54.0,86.0,0.5740740740740741
2024-08-27,60.0,98.0,0.6
2024-08-28,59.0,93.0,0.5254237288135594
2024-08-29,61.0,98.0,0.5081967213114754
2024-08-30,66.0,99.0,0.5454545454545454
2024-08-31,50.0,75.0,0.58
2024-09-01,21.0,36.0,0.47619047619047616
2024-09-02,54.0,74.0,0.5555555555555556
2024-09-03,56.0,73.0,0.6428571428571429
2024-09-04,55.0,75.0,0.5636363636363636
2024-09-05,61.0,83.0,0.5081967213114754
2024-09-06,61.0,81.0,0.5901639344262295
2024-09-07,50.0,75.0,0.6
2024-09-09,49.0,66.0,0.5918367346938775
2024-09-10,66.0,97.0,0.5454545454545454
2024-09-11,64.0,87.0,0.484375
2024-09-12,64.0,85.0,0.484375
2024-09-13,58.0,77.0,0.6206896551724138
2024-09-14,55.0,81.0,0.5272727272727272
2024-09-15,35.0,67.0,0.2857142857142857
2024-09-16,43.0,78.0,0.4186046511627907
2024-09-17,67.0,85.0,0.5522388059701493
2024-09-18,66.0,88.0,0.4696969696969697
2024-09-19,57.0,82.0,0.543859649122807
2024-09-20,63.0,88.0,0.5714285714285714
2024-09-21,50.0,81.0,0.6
2024-09-22,26.0,34.0,0.46153846153846156
2024-09-23,47.0,81.0,0.3617021276595745
2024-09-24,63.0,83.0,0.5714285714285714
2024-09-25,67.0,87.0,0.4626865671641791
2024-09-26,71.0,93.0,0.43661971830985913
2024-09-27,66.0,91.0,0.5606060606060606
2024-09-28,51.0,70.0,0.5882352941176471
2024-09-29,29.0,48.0,0.4827586206896552
2024-09-30,64.0,89.0,0.5
2024-10-01,65.0,87.0,0.6
2024-10-02,51.0,71.0,0.6078431372549019
2024-10-03,55.0,74.0,0.5636363636363636
2024-10-04,60.0,77.0,0.6
2024-10-05,47.0,68.0,0.6170212765957447
2024-10-06,25.0,43.0,0.44
2024-10-07,51.0,68.0,0.5882352941176471
2024-10-08,57.0,79.0,0.6491228070175439
2024-10-09,48.0,66.0,0.6666666666666666
2024-10-10,57.0,80.0,0.543859649122807
2024-10-11,54.0,79.0,0.6666666666666666
2024-10-12,51.0,67.0,0.5686274509803921
2024-10-14,48.0,82.0,0.4375
2024-10-15,63.0,85.0,0.5873015873015873
2024-10-16,61.0,80.0,0.5081967213114754
2024-10-17,61.0,83.0,0.5081967213114754
2024-10-18,64.0,95.0,0.5625
2024-10-19,58.0,81.0,0.5
2024-10-20,29.0,58.0,0.4482758620689655
2024-10-21,52.0,79.0,0.5576923076923077
2024-10-22,60.0,94.0,0.6333333333333333
2024-10-23,56.0,92.0,0.5357142857142857
